session_type,driver_number,transcription,player_ts,duration_ms,inserted_at
race,1,"We were just looking after a little issue towards the end. Nothing serious, but hence all the lift and coast. Yeah, it's okay. We had the gap anyway, so all good. Yeah, nice one.",2023-09-03 14:38:23,19424,2023-09-03 14:38:48
race,23,"Well done, Alex. You made this look easy. I thought I was stressed in Montreal but you seem to have added to it. Really well done. Yeah, thank you.",2023-09-03 14:38:31,16181,2023-09-03 14:38:48
race,20,"Finishing order was Verstappen won the race for Perez, Sainz third, Leclerc fourth, Russell fifth, Hamilton sixth, Albon seventh, Norris eighth, Alonso ninth, and Bottas was tenth. Nico finished obviously one place ahead of you, ten seconds in front.",2023-09-03 14:38:20,21109,2023-09-03 14:38:48
race,40,"OK, charge on. Fail 84. Charge on. Fail 84.",2023-09-03 14:38:38,8885,2023-09-03 14:38:47
race,81,I ask you to ask the champion flag P11.,2023-09-03 14:38:34,6752,2023-09-03 14:38:41
race,77,"And that's the jacket flag. You can go to mode M to remember to stay offline, pick up rubber. And that's P10. Great drive today, mate.",2023-09-03 14:38:27,11360,2023-09-03 14:38:39
race,44,"Great job, guys. Thanks for this weekend. Sorry it's not as good as we had hoped, but we still got some solid points, so let's keep pushing.",2023-09-03 14:38:22,12234,2023-09-03 14:38:38
race,11,"Vamos, Checo! That was a really, really good drive today. Some great overtakes and they did make it easy for you. So, great, great pace and a 1-2 finish here in Italy is mega. Yeah, well done, guys. Incredible, incredible result here. Good job.",2023-09-03 14:38:09,22133,2023-09-03 14:38:35
race,4,"Minor, white, H11, position 13, white, H11, position 13.",2023-09-03 14:38:25,8522,2023-09-03 14:38:33
race,23,"Yes! That was a tough one. P7. That was outstanding, mate. Well done. That's probably the best one yet, I think. Yeah, that was amazing. Wow.",2023-09-03 14:38:16,15733,2023-09-03 14:38:31
race,27,"Good managing from your side. We just didn't have the life.",2023-09-03 14:38:17,7840,2023-09-03 14:38:24
race,44,"Great drive, really good management of that medium tyre. It really paid off in the end.",2023-09-03 14:38:12,8117,2023-09-03 14:38:24
race,1,"Yeah, I think we executed that really well today. Pace was very good.",2023-09-03 14:38:13,7968,2023-09-03 14:38:23
race,55,"Yeah, that was tough. Oof, tyres, tyres, tyres, tyres. Oof. Good job, guys. Yeah, and pick up, please. And drink.",2023-09-03 14:38:03,19722,2023-09-03 14:38:22
race,4,"And that's a chequered flag, that's a chequered flag.",2023-09-03 14:38:13,6005,2023-09-03 14:38:21
race,23,OK. Nice job.,2023-09-03 14:38:11,5578,2023-09-03 14:38:18
race,44,"Word on Lewis, that's P6, mate. That's the strategy. Had it on the plan.",2023-09-03 14:38:03,8864,2023-09-03 14:38:16
race,1,"A stroll in the parks, I might say, Max. Mate, that's remarkable. Be proud.",2023-09-03 14:38:04,9866,2023-09-03 14:38:15
race,24,Sock 5. Sock 5.,2023-09-03 14:38:07,5813,2023-09-03 14:38:15
race,77,Use overtake out of the last corner.,2023-09-03 14:38:10,5365,2023-09-03 14:38:15
race,20,"Front row seat for the fun and games ahead, anyway.",2023-09-03 14:38:08,6624,2023-09-03 14:38:14
race,63,And green on position 14.,2023-09-03 14:38:08,5728,2023-09-03 14:38:13
race,63,"Yeah, copy that. We did everything we could. Thanks for your efforts. On to the next one.",2023-09-03 14:37:59,9738,2023-09-03 14:38:09
race,20,"OK, Kevin. Another tough one. Anyway, we brought it home. That's about all we can say about it, unfortunately.",2023-09-03 14:37:58,11936,2023-09-03 14:38:09
race,27,"OK, Nico. Winner was Verstappen, then Perez, then Sainz, Leclerc. P5 was Russell, 6 Hamilton, 7 Albon, 8 Norris, 9 Alonso, and 10 Bottas.",2023-09-03 14:37:50,17589,2023-09-03 14:38:08
race,11,"OK, finishing order. Max, yourself, Sainz, Leclerc, Russell, Hamilton, Albon, Norris, Alonso, Bottas.",2023-09-03 14:37:58,10656,2023-09-03 14:38:08
race,1,"Yeah, that's a nice start. Yeah, you can be proud of that one.",2023-09-03 14:37:53,8992,2023-09-03 14:38:02
race,55,And charge off and mode slow. Very good weekend. You nailed it. Good job.,2023-09-03 14:37:55,8693,2023-09-03 14:38:02
race,44,"Wish you'd told me earlier about this offset.",2023-09-03 14:37:53,6026,2023-09-03 14:38:02
race,11,"Yeah, good job guys. Nice result. Yeah, good job. Well done guys.",2023-09-03 14:37:47,12192,2023-09-03 14:38:00
race,23,Early overtake last corner.,2023-09-03 14:37:48,6901,2023-09-03 14:37:59
race,1,"Not too bad. Not too bad. Well done, guys. Another win. Unbelievable. And a nice 1.2 as well. Max, that is mighty. Ten races in a row, you're on your own, mate, now. That's history. Unbelievable. Unbelievable. Well done.",2023-09-03 14:37:35,20576,2023-09-03 14:37:57
race,63,Good weekend overall.,2023-09-03 14:37:52,4938,2023-09-03 14:37:56
race,63,"Ah, P5. Shame we didn't really have the pace to those ahead of us.",2023-09-03 14:37:45,8245,2023-09-03 14:37:54
race,16,"And P4. Yeah, copy.",2023-09-03 14:37:45,7946,2023-09-03 14:37:54
race,11,B4 for that one. Kept it clean. Awesome.,2023-09-03 14:37:42,6453,2023-09-03 14:37:48
race,55,"Yeah, P3, P3. Good job.",2023-09-03 14:37:40,7242,2023-09-03 14:37:45
race,11,B-car drawn and fail 8-4 fail. Fail 8-4 fail.,2023-09-03 14:37:34,7669,2023-09-03 14:37:42
race,20,"OK, Kevin. That was the check and parking.",2023-09-03 14:37:36,5749,2023-09-03 14:37:42
race,24,Last lap.,2023-09-03 14:37:36,6986,2023-09-03 14:37:42
race,4,"Just to confirm, this is the last lap? Yeah, I tried.",2023-09-03 14:37:30,9888,2023-09-03 14:37:40
race,23,"Confirming you're on the last lap. Starting last lap.",2023-09-03 14:37:29,6474,2023-09-03 14:37:37
race,14,"You've got loads of energy. Norris point seven.",2023-09-03 14:37:31,5856,2023-09-03 14:37:36
race,27,"Checkered flag, Nico. Checkered flag. Mode slow.",2023-09-03 14:37:23,8544,2023-09-03 14:37:33
race,11,Wickets on P2.,2023-09-03 14:37:30,4853,2023-09-03 14:37:33
race,55,10.2 behind.,2023-09-03 14:37:28,5045,2023-09-03 14:37:33
race,11,"I'd say that's a pretty wicked job.",2023-09-03 14:37:25,5301,2023-09-03 14:37:30
race,1,"OK Max, you've done it. A little bit of history to go with it. Fail 84. Fail 84.",2023-09-03 14:37:19,10634,2023-09-03 14:37:30
race,24,We select Gasly. 1.8 seconds behind.,2023-09-03 14:37:22,7285,2023-09-03 14:37:27
race,10,And this is the final lap. This is the final lap.,2023-09-03 14:37:18,6773,2023-09-03 14:37:25
race,81,This is the last lap.,2023-09-03 14:37:21,4704,2023-09-03 14:37:24
race,18,"OK, Lance, you're starting your last lap, starting the last lap now.",2023-09-03 14:37:17,6858,2023-09-03 14:37:23
race,55,"And shock 6, shock 6.5 behind.",2023-09-03 14:37:12,6496,2023-09-03 14:37:19
race,2,"Early overtake. Early overtake. Ah, very bad one.",2023-09-03 14:37:11,6944,2023-09-03 14:37:18
race,10,Gap to Joe 1.7.,2023-09-03 14:37:12,5770,2023-09-03 14:37:17
race,44,"I can't put it... What is that car's inside, mate?",2023-09-03 14:36:15,5856,2023-09-03 14:37:14
race,2,Last lap 33.0. Remember.,2023-09-03 14:37:07,5088,2023-09-03 14:37:10
race,14,You can use left toggle for turn 6. Left toggle turn 6.,2023-09-03 14:37:02,5770,2023-09-03 14:37:08
race,77,"Valtteri, one lap to go. Piastri, 5.5. Car behind.",2023-09-03 14:36:58,7029,2023-09-03 14:37:05
race,23,One overtake available if you need.,2023-09-03 14:36:57,5962,2023-09-03 14:37:04
race,55,"This is the last lap, 0.6 behind.",2023-09-03 14:36:56,6154,2023-09-03 14:37:01
race,10,"Alright, nice one mate. Zhou ahead is going to be low on battery.",2023-09-03 14:36:55,6965,2023-09-03 14:37:01
race,40,Run more laps. Click on the take available. Piastri reported.,2023-09-03 14:36:48,7050,2023-09-03 14:36:54
race,81,"Gap to Bottas, 5.5. I want to get within five seconds of him.",2023-09-03 14:36:45,8288,2023-09-03 14:36:53
race,23,"This is the last, starting the last lap. Starting last lap.",2023-09-03 14:36:41,7840,2023-09-03 14:36:49
race,14,"So you can go to Strat 10 now, any day. Strat 10 anyway. Norris point nine. This is the last lap now. This is the last lap.",2023-09-03 14:36:40,9034,2023-09-03 14:36:49
race,18,Strap 5 when you can.,2023-09-03 14:36:43,5088,2023-09-03 14:36:46
race,24,We need SOC 6. SOC 6.,2023-09-03 14:36:31,5898,2023-09-03 14:36:37
race,55,"It's a 0.4 behind, 0.4 behind. 0.5.",2023-09-03 14:36:28,7946,2023-09-03 14:36:36
race,2,"OK, after-attack available. You can use it. Use your overtake to defend now. You'll have one lap after this.",2023-09-03 14:36:28,8416,2023-09-03 14:36:34
race,4,"Suggestion B-Bal minus one, B-Bal minus one.",2023-09-03 14:36:21,6304,2023-09-03 14:36:29
race,24,No overtake. No overtake.,2023-09-03 14:36:14,5642,2023-09-03 14:36:19
race,63,Early overtake available. Turn 7.,2023-09-03 14:36:14,6154,2023-09-03 14:36:19
race,14,"Now Albon's getting low on energy. Albon ahead is getting low on energy. Norris point nine.",2023-09-03 14:36:04,8864,2023-09-03 14:36:17
race,63,Strat 5. Final lap.,2023-09-03 14:36:08,6325,2023-09-03 14:36:16
race,20,Run. Last time flat.,2023-09-03 14:36:09,5429,2023-09-03 14:36:13
race,16,And the last lap.,2023-09-03 14:36:03,5280,2023-09-03 14:36:12
race,55,"Thrust is on stock 6, 0.5 behind and last lap 0.5 behind.",2023-09-03 14:36:03,8565,2023-09-03 14:36:10
race,27,Starting last lap. Perez doing 26.3 behind.,2023-09-03 14:35:57,9098,2023-09-03 14:36:05
race,2,"Thank you, have a nice day, class 7. 7.",2023-09-03 14:35:59,4810,2023-09-03 14:36:04
race,1,"OK, this is your final lap, Max. Final lap.",2023-09-03 14:35:55,5600,2023-09-03 14:36:03
race,55,Charles point seven behind. Going shock six. Suggestion.,2023-09-03 14:35:50,7477,2023-09-03 14:35:57
race,10,I seem to be pulling away.,2023-09-03 14:35:49,5792,2023-09-03 14:35:55
race,16,"And shock 6, suggestion?",2023-09-03 14:35:46,5813,2023-09-03 14:35:54
race,2,Two laps to go. Piastri with DRS. Gap on 9. Remember we have two early press available if needed.,2023-09-03 14:35:36,9162,2023-09-03 14:35:44
race,40,"Two more laps. Let's get those cars. Two more laps.",2023-09-03 14:35:38,6069,2023-09-03 14:35:43
race,81,Two laps to go.,2023-09-03 14:35:37,4725,2023-09-03 14:35:40
race,81,Blue mode 5. Blue mode 5.,2023-09-03 14:35:32,5920,2023-09-03 14:35:39
race,18,"OK, Lance, it'll be 2 to go across the line. You can go strat 6 over the line. Strat 6 over the line.",2023-09-03 14:35:29,8544,2023-09-03 14:35:37
race,77,Sock 5. Two laps to go. They are now six and a half seconds behind.,2023-09-03 14:35:30,7818,2023-09-03 14:35:37
race,24,Overtake available. Watch Gasly behind. Pressure on Stroll now.,2023-09-03 14:35:30,8501,2023-09-03 14:35:36
race,23,"You've got battery for one late overtake. Currently two laps to go.",2023-09-03 14:35:29,6816,2023-09-03 14:35:36
race,55,"Just 0.8 behind, 0.8",2023-09-03 14:35:29,5664,2023-09-03 14:35:34
race,10,"So, Stroll ahead of Zhou is struggling.",2023-09-03 14:35:27,6090,2023-09-03 14:35:33
race,14,"When you use the energy, we can go to strat 10. You're okay strat 11, but if you use loads of energy, we can go to strat 10.",2023-09-03 14:35:16,8352,2023-09-03 14:35:25
race,1,"Keep that gap there to the cars ahead, Max.",2023-09-03 14:35:17,5365,2023-09-03 14:35:21
race,14,"So, two more laps, two more laps.",2023-09-03 14:35:13,5088,2023-09-03 14:35:20
race,4,"Two laps to go, two laps to go.",2023-09-03 14:35:14,5493,2023-09-03 14:35:19
race,11,"That is Piastri out of the points, so it's not relevant.",2023-09-03 14:35:13,6474,2023-09-03 14:35:19
race,11,No risk at this point.,2023-09-03 14:35:06,4789,2023-09-03 14:35:13
race,40,"He should give you the position. He overtook off track. Copy that. Keep pushing, keep pushing.",2023-09-03 14:35:02,11146,2023-09-03 14:35:13
race,2,"I got nothing left, man. Yeah, there's... Hold on, hold on. Two laps, two laps. You can hold them.",2023-09-03 14:35:02,8672,2023-09-03 14:35:11
race,11,0-25-0. Minus 0.5 on your delta.,2023-09-03 14:35:00,7392,2023-09-03 14:35:09
race,55,"Here's a point 3B8.",2023-09-03 14:35:01,5109,2023-09-03 14:35:07
race,81,0.8 behind.,2023-09-03 14:35:01,4981,2023-09-03 14:35:05
race,11,What is the fastest lap at the moment?,2023-09-03 14:34:55,5429,2023-09-03 14:35:02
race,23,"Current pack level for one. Late to overtake. I can't hear you!",2023-09-03 14:34:53,8565,2023-09-03 14:35:01
race,14,"So you've got loads of energy. Norris 0.7. Norris 0.7.",2023-09-03 14:34:53,6048,2023-09-03 14:34:59
race,81,Thomas Mayer off twice. Copy.,2023-09-03 14:34:48,6304,2023-09-03 14:34:53
race,63,Two laps remaining.,2023-09-03 14:34:46,4960,2023-09-03 14:34:52
race,16,And no risk. And no risk. No risk. Race until the end. No risk.,2023-09-03 14:34:39,10208,2023-09-03 14:34:51
race,10,And gap to Joe ahead 1.3. He did a 26.4.,2023-09-03 14:34:37,8095,2023-09-03 14:34:47
race,40,"And let's get Sargeant to edge, focus on the front.",2023-09-03 14:34:36,6325,2023-09-03 14:34:44
race,55,"0.3 behind, 0.3 behind. And no risks and races in the end.",2023-09-03 14:34:36,8757,2023-09-03 14:34:44
race,40,"Yeah, he took me off the track. He should give you the position back.",2023-09-03 14:34:31,6666,2023-09-03 14:34:39
race,11,Mode 6. Mode 6. Two laps to go.,2023-09-03 14:34:32,7221,2023-09-03 14:34:39
race,44,"So, Lewis, no need to use the DR8 button. We're happy with the pack where it is.",2023-09-03 14:34:30,5024,2023-09-03 14:34:38
race,27,Two to go. Good laps.,2023-09-03 14:34:33,5450,2023-09-03 14:34:37
race,1,"Two laps remaining, Max.",2023-09-03 14:34:29,4874,2023-09-03 14:34:32
race,55,"Similar energy across car, 0.5 behind.",2023-09-03 14:34:23,6474,2023-09-03 14:34:30
race,10,So three laps remaining. Three laps remaining.,2023-09-03 14:34:20,6666,2023-09-03 14:34:27
race,24,DRS not strolling out.,2023-09-03 14:34:19,5130,2023-09-03 14:34:23
race,18,"Three to go, three to go. Zhou has DRS behind. Gasly close behind him.",2023-09-03 14:34:16,8010,2023-09-03 14:34:23
race,2,"OK, three laps to go, three laps to go. Head down, keep doing what you're doing, no mistake.",2023-09-03 14:34:08,7818,2023-09-03 14:34:14
race,77,0.3 laps to go. They are now 0.55.,2023-09-03 14:34:06,6325,2023-09-03 14:34:12
race,14,Albon is 1.1.,2023-09-03 14:34:04,4917,2023-09-03 14:34:10
race,55,0.7 behind.,2023-09-03 14:34:03,5002,2023-09-03 14:34:07
race,24,"Go to SOC 5 now, SOC 5.",2023-09-03 14:34:00,5834,2023-09-03 14:34:04
race,24,"I don't want to have a higher stock.",2023-09-03 14:33:46,7050,2023-09-03 14:33:53
race,1,"Mode 7, Max. Mode 7. Increase gap to Gasly.",2023-09-03 14:33:47,6858,2023-09-03 14:33:53
race,14,We just missed DRS. Three laps to go. Three laps.,2023-09-03 14:33:45,6538,2023-09-03 14:33:52
race,18,"Zhou, still 1.7. Brakes are good, brakes are good.",2023-09-03 14:33:40,7136,2023-09-03 14:33:46
race,40,Sargeant 2.5 ahead and Bottas ahead of Sargeant is under investigation. Three more laps.,2023-09-03 14:33:35,9802,2023-09-03 14:33:45
race,55,"0.5 behind. See you guys. Let's practice more.",2023-09-03 14:33:35,6645,2023-09-03 14:33:42
race,10,"And suggest SOC 2, SOC 2.",2023-09-03 14:33:29,6474,2023-09-03 14:33:35
race,24,"You're about a second faster than Stroll.",2023-09-03 14:33:30,5706,2023-09-03 14:33:34
race,14,St Norris point seven. All safety car windows are closed. Closed. Safety car windows closed.,2023-09-03 14:33:26,7690,2023-09-03 14:33:32
race,1,Gap still 11.5.,2023-09-03 14:33:26,5536,2023-09-03 14:33:31
race,20,Three more laps.,2023-09-03 14:33:14,4725,2023-09-03 14:33:19
race,27,"Three laps to go. Perez behind is doing 26.1, so at this rate he won't catch you. It's a good lap by you.",2023-09-03 14:33:06,10613,2023-09-03 14:33:17
race,16,And three laps to go. Three laps now.,2023-09-03 14:33:10,6837,2023-09-03 14:33:16
race,55,0.5 behind and three laps to go.,2023-09-03 14:33:08,6026,2023-09-03 14:33:11
race,1,You can increase the gap to Gasly more if you need to.,2023-09-03 14:33:05,5770,2023-09-03 14:33:09
race,24,Stroll ahead. Two seconds. Hard tyres. 27 laps old.,2023-09-03 14:32:59,8544,2023-09-03 14:33:07
race,1,"OK, engine 11. Engine 1-1. Position 2. Position 2. Three laps remaining.",2023-09-03 14:32:55,10826,2023-09-03 14:33:06
race,10,How many laps? Four laps.,2023-09-03 14:32:58,6922,2023-09-03 14:33:06
race,24,Over the head.,2023-09-03 14:32:54,5088,2023-09-03 14:32:58
race,16,B-Bal offset.,2023-09-03 14:32:53,5984,2023-09-03 14:32:58
race,18,"Four laps to go. We show two seconds behind. He's quicker than us. We're concerned about his vibrations.",2023-09-03 14:32:49,8693,2023-09-03 14:32:57
race,2,"Okay, 4 to go, 4 to go. Lausanne and Piastri are catching us. Probably we'll have to defend the last two laps. Mode 13, we have two early overtake press available.",2023-09-03 14:32:40,13173,2023-09-03 14:32:52
race,16,And we are good on energies. Four laps to go.,2023-09-03 14:32:36,13728,2023-09-03 14:32:50
race,11,Just cap the peak brake pressures. Cap your peak pressure. Gap 2.7.,2023-09-03 14:32:35,9504,2023-09-03 14:32:44
race,23,Four laps to go. Gap at 2 to Hamilton. This is good.,2023-09-03 14:32:34,7050,2023-09-03 14:32:40
race,10,Gap to Joe ahead 1.2.,2023-09-03 14:32:34,5941,2023-09-03 14:32:40
race,1,Gasly pace 26.2. Continue to increase gap.,2023-09-03 14:32:23,7157,2023-09-03 14:32:35
race,40,"Sergeant, forward.",2023-09-03 14:32:28,4981,2023-09-03 14:32:32
